Content,Category Code
"In a letter handed over to the United Nations on Monday, Iraq said it would allow the return of U.N. weapons inspectors “without conditions” to “remove any doubts Iraq still possesses weapons of mass destruction.”",0
"With the signing of a Memorandum of Understanding (MOU) on Cessation of Hostilities, the Sudanese government and SPLM/A have agreed to allow “unimpeded humanitarian access to all areas and for people in need.”",0
Yugoslavia and Slovenia agreed to a ceasefire after two days of fierce fighting but media reports said sporadic clashes were still continuing.,0
"Shefket Musliu said on 21 May in Konculj, in the Federal Republic of Yugoslavia, that his forces will lay down their weapons and disband by the end of the month because “the time has come. . . to seek changes through political means,” AP reported.",0
"Syria says it is willing to withdraw its troops from neighboring Lebanon, after fifteen years of effective military occupation.",0
"East German Foreign Minister Oskar Fischer will visit Albania in June, the first Warsaw Pact foreign minister to do so since Tirana split with Moscow in 1961, the Albanian embassy said.",0
"On September 29, Putin offered to negotiate with Chechen President Aslan Maskhadov following the invasions of Dagestan.",0
"Denmark today accepted a formula for ending its fisheries dispute with its European common market partners, government officials said.",0
Afghan rebel leaders said on Wednesday they would meet U.N. mediator Diego Cordovez if he gave them a veto over any settlement reached in peace talks.,0
"Israeli Prime Minister Ehud Barak has agreed to US mediation in the final status talks with the Palestinians, a senior Israeli official said.",0
"Gambian President Dawda Jawara will visit Mauritania and Senegal to mediate in a border dispute between the two West African neighbors, diplomatic sources said on Wednesday.",0
King Hassan of Morocco was quoted today as saying he would be ready to host a meeting between an Israeli peace movement and the Palestine Liberation Organization (PLO).,0
A group of African diplomats held their first meeting with President Parvanov at a lunch hosted by the Ambassador of Kingdom of Morocco.,0
"U.S. Secretary of State Warren Christopher telephoned Russian Foreign Minister Andrei Kozyrev on Tuesday to discuss efforts to forge a peace settlement in former Yugoslavia, Itar-Tass news agency said.",0
"Taiwan’s Vice Foreign Minister visited Russia today, becoming the island’s highest ranking government official to go there.",0
Iraqi President Saddam Hussein arrived in Amman on a previously unannounced visit on Wednesday.,0
Russian President Boris Yeltsin on Saturday hosted Japanese Prime Minister Ryutaro Hashimoto in this Siberian city for an informal meeting aimed at establishing close personal relations between the two leaders.,0
President Francois Mitterand gave a warm welcome on Thursday to South African leader F.W. de Klerk who is attempting to break his country’s international isolation.,0
"U.S. and Soviet negotiators return to Geneva this week for talk on limiting the number of European-based nuclear missiles, an issue likely to dominate East-West relations this year.",0
Arab League Secretary General Chadli Klibi undertook mediation mission between Syria and Palestinian leader Yasser Arafat.,0
"Quatar’s emir, Sheikh Hamad bin Khalifa al-Thani launched a mediation effort on Saturday between the Emirates and Saudi Arabia whose ties have been strained by Riyadh’s new friendship with Tehran.",0
Israel and Lebanon renewed negotiations today on an Israeli troop pullback from Lebanon and their future relations.,0
"French National Assembly president Laurent Fabius and a group of deputies held talks with leaders of Romania’s new government on Tuesday, the first high level Western delegation to visit Bucharest since last month’s revolution.",0
"Czechoslovakia and Albania have upgraded their diplomatic ties back up to ambassadorial level after an 18-year break, the official CTK news agency said on Wednesday",0
A top U.S. official today praised Haiti’s efforts to improve its record on human rights and said it was an important partner for the United States.,0
The West German government today welcomed President Reagan’s latest policy statement as proof of Washington’s earnest wish for a settlement to be reached in U.S.-Soviet nuclear talks.,0
"The United States on Thursday defended the right of Soviet troops to fire protectively on militants in Azerbaijan and insisted unrest there reflected age-old ethnic tensions, not a fight for political independence.",0
Palestinian leader Yasser Arafat defended Iraq and Libya on Friday against Western criticism of their arms industries and said the West was applying double standards on human rights.,0
"Arab League Secretary-General Chedli Klibi today urged the European Community to support the Palestinian Liberation Organization (PLO), which he said would create a favorable climate for peace talks.",0
"Saudi Arabia has mobilized pressure groups in the United States to help support the rights of Palestinians in their struggle against Israel, a top minister said in comments published Thursday.",0
"Sri Lanka has established diplomatic ties with and opened an embassy in Tehran, the foreign ministry said on Wednesday.",0
"Argentina has apologized to Brazil for one of its gunboats intercepting a Brazilian ship in the Beagle Channel, disputed by Argentina and Chile.",0
A group of Yoruba leaders announced yesterday that they are willing to forgive President Olusegun Obasanjo and queue behind him for a second term.,0
"Libyan leader Muammar Gaddafi and Bulgarian President Todor Zhivkov today signed a treaty of friendship and cooperation, the BTA reported",0
"Czechoslovakia and China signed an agreement today to increase trade in 1983 by 50 percent compared with last year, the official Czechoslovak news agency Ceteka said today.",0
Taliban ruled Afghanistan has been sharing expertise with the Liberation Tigers of Tamil Eelam according to a special report submitted to the Canadian Security Intelligence Service.,0
"European foreign direct investment flows in Latin America and the Caribbean rose more than eightfold during the second half of the 1990s compared with the first half of that decade, according to a study presented in Paris by the Inter-American Development Bank.",0
"French and Egyptian warships on Monday launched 10 days of war games in the Mediterranean Sea, expected to be joined later by Italian and German vessels, the French embassy said Monday.",0
"Zambia extradited suspected British militant Haroon Rashid Aswad to Britain on Sunday, a senior Zambian government official said.",0
"Israeli intelligence officials have shared evidence with the U.S. about contacts between al Qaeda and senior members of Saddam Hussein’s Ba’ath Party, according to governmental officials.",0
"Doctors from two American aid groups donated and personally delivered $50,000 worth of goods to Baghdad University Medical School, risking as much as 12 years in prison and $500,000 in fines.",0
The European Community on Monday gave the Ivory Coast 5.1 million dollars of aid for agricultural development projects.,0
"The United States continued to send arms to Pakistan last year, a State Department Spokesman said Wednesday.",0
"The United States is providing aerial photographs and other military intelligence to Macedonia which is preparing a major offensive against ethnic Albanian guerrillas, the Washington Post said Wednesday.",0
"Swiss doctors handed over 700 kg of medicine to the Red Crescent in Bam, Iran, according to the Swiss Agency for Development and Cooperation.",0
"Benin opened its borders today to most West Africans ordered out of Nigeria as illegal aliens, but was still refusing admittance to Ghanaians, by far the biggest group involved, Benin police said.",0
U.N. helicopters evacuated the wounded from the besieged Bosnian town of Gorazde on Friday.,0
"The first deployment of NATO peacekeeping troops have arrived in Bosnia, Defense Secretary William Perry said.",0
"A first patch of Bangladeshi peacekeeping troops arrived in Sierra Leone Tuesday, joining 12 unarmed military observers as the first element of an 800-strong Bangladeshi contingent due here, U.N. officials said.",0
"Peru has granted diplomatic asylum to five Panamanian army officers holed up in a diplomatic residence since last month’s U.S. invasion, the Peruvian embassy said on Tuesday.",0
"Uganda has granted political asylum to 18 Zairean rebels who entered the country illegally two years ago and are wanted at home on treason charges, a United Nations official said on Friday",0
"Uganda said on Sunday it had paid compensation to 67 elderly British nationals, most of the Asians, for assets they lost when former dictator Idi Amin expelled them 18 years ago.",0
"President Omar Hassan al-Bashir, following the partial peace deal, has taken several tentative steps to enhance political freedoms and promote an image of openness and tolerance in Sudan.",0
The Latvian Constitutional Court cancelled restrictions on the use of the Russian language on national radio and television.,0
The Ivory Coast’s Supreme Court decided to allow candidate Alassane Ouattara to participate in the country’s upcoming elections.,0
Yugoslavia lifted a night curfew in Kosovo where 28 people have been killed in ethnic riots this year and the province was reported quiet on Sunday.,0
President Omar El Bashir on Thursday shortened by one hour the nightly curfew imposed in Sudan after a June 30 coup toppled the civilian government.,0
"Yugoslavia eased emergency measures on Wednesday in Kosovo province, the scene of ethnic violence last March, as authorities in Croatia cracked down on Serbian nationalists.",0
"Sudan’s government on Sunday lifted a state of emergency in West Darfur State that was imposed six months ago after bloody tribal clashes there, Omdurman radio reported Sunday.",0
"The Nigerian Union of Teachers (NUT), the umbrella union for primary school teachers, announced Thursday that it has called off a four-day strike after deliberations with the Nigerian government.",0
The Rwandan government on Thursday accepted demands from Hutu rebels that it initiate political reforms.,0
"Tuesday the Serbian parliament approved a “special law” recognizing victories by Zoran Djindjic’s opposition coalition in November 17 municipal elections in 14 of the 18 most important Serbian cities, including Belgrade.",0
Georgian President Eduard Shevardnadze resigned Sunday as the opposition threatened to storm his residence in Tbilisi.,0
"As part of its fight to eradicate poverty, the governing Labour Party has introduced a legally-binding minimum rate of pay in Britain for the first time.",0
"The Federal Minister for Interior Aftab Ahmad Khan Sherpao allowed opposition leader Maulana Fazl-ur-Rehman to bring out ‘Shan-e-Mustafa (SAW)’ Rally after an agreement on carrying out a violence free protest demonstration, according to the Pakistani Federal Secretary Interior.",0
President Dos Sontas has reportedly conceded at last to demands from National Union for the Total Independence of Angola (UNITA) to overhaul the judiciary.,0
Lt. Gen. Prosper Avril resigned yesterday to allow Haiti’s first democratic elections to take place.,0
"According to a zoo spokesperson Malaysian authorities have initiated the process of returning the four baby gorillas to Nigeria, amid speculations they were illegally captured in the wild.",0
"Polish police today released the correspondent of the American news agency United Press International, who was detained for 23 hours and questioned in connection with an inquiry into alleged illegal activities. ",0
"Bosnian Serb forces Tuesday let free six French UN peacekeepers held captive inside a UN armored personnel carrier since Friday, a UN spokesman said.",0
"French maritime authorities today release an impounded ship operated by the Greenpeace ecology movement, port officials said.",0
An Egyptian court released a Lebanese millionaire’s assets of nearly 19 million dollars on Saturday six years after they were frozen in a major bank scandal.,0
"Germany on Wednesday lifted sanctions against gold from South Africa in recognition of the country’s moves to abolish apartheid, a government spokesman said.",0
"The United Arab Emirates (UAE) has lifted its boycott of trade in oil on Namibia, effective since March 31.",0
"The European Union failed Wednesday to renew sanctions against Zimbabwe, with the fate of an EU-Africa summit scheduled for April hanging in the balance.",0
"Kyrgyz Prime Minister Nikolai Tanaev received a mission of observers from the OSCE, informing them in detail on the economic situation of the country.",0
"A first patch of Bangladeshi peacekeeping troops arrived in Sierra Leone Tuesday, joining 12 unarmed military observers as the first element of an 800-strong Bangladeshi contingent due here, U.N. officials said.",0
The IAEA has dispatched inspectors to Esfahan Uranium Conversion Facilities (UCF) in central Iran to monitor resumption of peaceful nuclear work at the plant.,0
Humanitarian access for the Darfur region has improved significantly since September as the Khartoum government tried to secure international favor.,0
"Uzbekistan finally opened the Friendship Bridge after four years to allow the delivery of 1,000 tons of grain and flour to Afghanistan, where millions of people are at risk of starvation as winter sets in, reports aid agencies.",0
The pro-Iranian Hizbollah (Party of God) group declared a unilateral ceasefire on Wednesday in south Lebanon after 12 days of battles with the Syrianbacked Amal militia.,0
"The Israeli army lifted Friday a day-old blockade on Palestinian lorries passing through this crossing point between the Gaza Strip and the Jewish state, officials told AFP.",0
"One third of ethnic Albanian guerrillas operating in Macedonia have been demobilized since the August 13 peace accord between Macedonian and ethnic Albanian political parties, two rebel commanders told AFP by phone Sunday.",0
"Five hundred Ugandan rebels surrendered last week in the eastern town in Soroti followin a government offensive in the area, a local official said.",0
"The United States speeded up the withdrawal of some invasion forces from Panama on Wednesday, but defence officials cautioned that no deadline had been set for complete removal of the troops.",0
Bosnian Serbs said on Tuesday their forces had completed their withdrawal from the beseiged Bosnian town of Gorazde.,0
"The United Nations has sent 21 military and civilian personnel to Yugoslavia on Wednesday to investigate the feasibility of a 10,000-member peacekeeping force, a U.N. spokesman said on Monday.",0
"Judge Alejandro Rivera opened fraud investigations against 28 Chilean government officials suspected of taking kickbacks, the court said Friday.",0
"A US national has been put under investigation in Italy for her possible role in rioting during a G8 summit in Genoa last month, Ansa news agency reported.",0
"Members of the Association of African Jurists, a body linked to the Organization of African Unity, investigated welfare of nearly 2,000 Libyans, some of whom have been held as long as seven years.",0
Israel’s high court opened a landmark hearing Wednesday into the legality of secret interrogation techniques used against Palestinian detainees.,0
The Ceasefire Violations Committee (CFVC) has completed its investigation into an allegation by the Liberian Peace Council (LPC) that the NPFL had taken over the city of Greenville.,0
"Croatia is investigating alleged war crimes by Croatian extremists against Serb civilians and prisoners and will bring suspects to trial, a Croatian official said.",0
"Serbian military police have launched an investigation into alleged crimes committed by Croat forces against ethnic Serb civilians and Montenegrin prisoners of war during the 1991-1995 Serbo-Croatian conflict, the newspaper Jutarnji list reported Thursday",0
"Poland’s parliament has demanded an immediate admission by Moscow that Soviet NKVD security forces murdered more than 15,000 captive Polish of ficers during World War Two.",0
French President Jacques Chirac issued a stern reminder Saturday to Iraq that it must cooperate fully with UN inspectors probing suspect sites for weapons of mass destruction.,0
"An Argentine judge has ordered former president Carlos Menem to appear October 16 for questioning in an investigation of illegal arms sales to Croatia and Ecuador in the 1990s, court sources said Wednesday.",0
The Bush administration declared Tuesday that China must drop barriers to U.S. exports or face tariff penalties for maintaining unfair trade practices.,0
The PRC on Tuesday demanded that the US cancel plans to sell air-to-surface anti-tank weapons to Taiwan to avoid “new damage” to US-PRC relations.,0
A senior British minister reiterated that Libya must hand over alleged bombers of the U.S. airliner as he embarked on a trip to North Africa to seek Arab support for the demand.,0
The rebel Kurdistan Workers’ Party issued a declaration demanding that the Turkish government provide information on the safety of its leader Abdullah Ocalan.,0
Kosovo Municipality Association (AKK) officials demanded support from the Kosovo Assembly in regaining control over the properties that belonged to them before.,0
"Greece bluntly demanded that its European Community partners refuse to recognize the Former Yugoslav Republic of Macedonia, on Greece’s northern border, as long as it keeps that name.",0
Palestinian officials demanded Friday that the United States match the European Union’s support for Palestinian statehood.,0
The Third World Water Forum concluded on Saturday that the US and other developed nations must allocate greater financial resources to help with the battle against the global water and sanitation crisis.,0
According to reports the UK is pushing hard for the US support its debt relief plan to tackle poverty in Africa.,0
"Some 800,000 Iraqi Kurds sought refuge in Germany last month.",0
"Ethnic Albanians in south Serbia are demanding a U.N. military presence to protect them against a heavily armed ruling Serb minority and prevent a Bosnia-style civil war, but some foreign monitors are skeptical.",0
"The Red Cross operating in Iraq said US and British forces must ensure security to allow emergency water, food, and medical supplies to reach the needy.",0
"At the end of a seminar on reform, around 100 Arab intellectuals and activists published a declaration demanding wide-ranging political changes in the Arab world.",0
Sunnis have demanded that control of the Interior Ministry be taken away from Shiite religious parties in the next government.,0
Rwandan rebels demanded the removal of President Juvenal Habyariman and his ruling party at the fourth round of talks aimed at ending a 23-month civil war.,0
Former Socialist prime minister Andreas Papandreou demanded immediate elections after a special court cleared him of all charges in Greece’s biggest corruption trial this century.,0
Opposition groups in Zimbabwe are demanding that President Mugabe abandon his controversial policy of land confiscations.,0
"The main Hutu rebel group, Forces for Defence of Democracy (FDD), insisted on its demands that Burundi’s government grant the Hutu majority more rights.",0
Rwandan rebels announced that President Kagame and his Rwandan Patriotic Front must agree to major constitutional changes before they demobilize.,0
The Albanians of southern Serbia are demanding political and territorial autonomy from Serbian authorities.,0
The United States on Thursday demanded that the Democratic People’s Republic of Korea (DPRK) forsake its nuclear program.,0
Human rights organization Amnesty International demanded that the Sudanese government end curbs on press freedom.,0
The International Labor Office (ILO) reiterated its demand today that Israel ease restrictions on the movement of Palestinian workers.,0
Iranian authorities have been pressuring workers of the United Bus Company of Tehran (Sharekat-e Vahed) to cancel the strike they have been planning for better pay and working conditions.,0
Russia said on Tuesday that Sudan must return a Mi-26 helicopter that was captured by the Sudanese authorities last week.,0
The 106th Inter-Parliamentary Union Conference stressed the obligation of the international community to take immediate action to lift embargoes and other sanctions which have negatively affected children in different parts of the world.,0
"Kenzo Oshima, the United Nations Emergency Relief Coordinator, demanded parties to the conflict in Iraq to allow humanitarian workers the freedom of movement necessary for discharging their mandate.",0
Washington along with its allies demanded that Hamas renounce its armed struggle against Israel.,0
"European Community foreign ministers demanded the withdrawal of Yugoslav federal forces from Bosnia-Herzogovina on Monday calling them an occupying army, diplomats quoted an EC declaration as saying.",0
Bosnian Serbs demanded a truce with Moslem forces in east Bosnia before allowing U.N. aid conveys to feed starving Moslem civilians in the region.,0
"Yugoslavia on Tuesday demanded a meeting of the U.N. Security Council to discuss Croatia’s military advance into the Serb-held Krajina region, describing it as “a serious challenge to the world community.”",0
Jack Straw said on Friday that the Sudanese government and the rebels in Darfur must reach an agreement that stops the conflict for good before developmental assistance to the region is released.,0
Egyptian President Hosni Mubarak said here Wednesday that the US must be ready to mediate between Israelis and Palestinians as soon as the Israeli elections of January 28 are finalized.,0
"On Tuesday, Nigerian junior foreign minister Dubem Oniya summoned Niger’s ambassador Brah Mohamane to complain of inaction over the gangs.",0
Albania on Friday denounced as an ugly crime Yugoslavia’s suppression of ethnic Albanian unrest in the southern Yugoslav province of Kosovo.,0
Zimbabwean Prime Minister Robert Mugabe today accused the United States of restoring the blackmail in the negotiations on independence for Namibia.,0
"Ousted president Jean-Bertrand Aristide has been accused of misusing up to US $50 million ($73 million) in public funds, much of it believed to have been embezzled, by current Haitian government officials.",0
"Human rights watchdog Amnesty International accused the United States of violating human rights, ignoring international law and sending a “permissive signal to abusive governments”.",0
"The Sudanese government has accused Darfur rebels of violating a month-old ceasefire, a member of the Chadian team trying to broker a peace pact has said.",0
"Palestinians blamed Israel for the bombing of Raed Karmi in the West Bank City of Tulkarm, which has set off a renewed wave of violence.",0
Kosovo’s prime minister has been indicted by the U.N. war crimes court for his alleged part in atrocities during the fight against Serb forces and will resign.,0
"A Christian missionary from Calgary was arrested in Lebanon for collaborating with Israel, according to the Canadian Press.",0
Nigerian authorities jailed 52 members of the banned Movement for the Actualization of the Sovereign State of Biafra (MASSOB) on allegations of treason for playing in a youth football tournament in Lagos.,0
"An official Syrian newspaper called Thursday on Arabs to unite and “mobilize” against Israeli right-winger Ariel Sharon, who has vowed not to return the Golan Heights to Syria if he is elected prime minister February 4.",0
Archbishop Desmond Tutu on Sunday called for sanctions against Nigeria in the wake of the execution of Ken Saro-Wiwa.,0
"Yugoslavia lodged an official protest with Albania today, charging its neighbor with supporting dissidents here in what is said was tantamount to inciting revolution.",0
Lebanon complained to the United Nations on Tuesday over two Israeli air raids last Friday in which it said 20 people were killed or wounded.,0
"A Saudi businessman is suing the United States for damages to his pharma ceutical plant which were caused by a missile attack in August, his American lawyer said.",0
A European court convicted Turkey of ”inhuman acts” Thursday for destroying the home of a Kurdish citizen in the country’s southeast.,0
"The Palestinians reject proposed Israeli changes to the Wye River land-for-security deal, chief Palestinian negotiator Saeb Erakat said.",0
"Yemen has rejected a U.S. request to interrogate detainees held after the escape of 23 al-Qaida prisoners, a security official said Tuesday.",0
"Bangladesh has once again outright rejected an Indian proposal for signing Free Trade Agreement (FTA) with her, urging the counterpart to sign the proposed South Asia Free Trade Agreement (SAFTA) instead.",0
"South Korea has rejected North Korea’s consistent demand to sever a decades-long military alliance with Washington, which keeps troops here under a mutual defense pact.",0
Yugoslavia on Thursday flatly rejected an Australian ultimatum to handover a guard involved in a shooting in front of the Yugoslav consulate in Sydney.,0
"The UN on Tuesday imposed a de facto information blackout on the withdrawal, collection and monitoring of heavy weapons around Sarajevo.",0
"Bonn rejected recent calls by East Germany’s Communist rulers for immediate economic aid, saying it was withholding it until a democratically-elected government takes over.",0
"The Turkish government has refused to commit to any direct assistance to the US-led war against Iraq, citing domestic opposition.",0
Syria says it will not accept any more refugees if war starts in Iraq.,0
The United Nations on Tuesday rejected a call for its peacekeeping forces to be deployed in East Timor.,0
"Pakistan, a key U.S. ally in the war against terrorism, has refused to deploy peacekeepers in Iraq and has urged its citizens to avoid coming here.",0
"The US on Thursday rejected calls by Kofi Annan, UN secretary-general, to adopt far-reaching United Nations reforms as a comprehensive package.",0
Vice-President Moody Awori has declined to resign despite growing pressure by the Kenya Anti-Corruption Commision after he was implicated in a major scandal.,0
"Ankara’s Çankaya district administration has denied land allocation for the construction of an Alevite temple, Cemevi, in the district.",0
"In what has been described as a policy u-turn, President Levy Mwanawasa has reneged on his commitment to the Zambian people for holding elections under a new constitution.",0
"Despite warnings of starvation by humanitarian agencies, the Israeli government is refusing to lift the curfew on Palestinians living in the West Bank and Gaza.",0
"Around 1,800 of 2,200 Serbian teachers will not end their strike unless their demands for wage increases are met by textcolorblueBelgrade, a union official announced after three weeks of striking.",0
"The U.S. said it would not meet hostage-takers demands to release prisoners in Iraq, including a number of females.",0
US authorities said yesterday that removing the sanctions on Burma is currently out of the question as that would reward the regime for doing nothing.,0
"The UNITA militarist wing refused to allow United Nations planes to land and evacuate 15 of its observers who were taken hostage, the United Nations Observer Mission in Angola (MONUA) said.",0
Beirut again rejected Thursday a United Nations appeal for deploying army troops along its borders with Israel.,0
Iran’s religious leader Ayatollah Ruhollah Khomeini today rejected Iraqi President Saddam Hussein’s proposal for a cease-fire during the Moslem holy month of Ramadan.,0
"Rebels in the Ivory Coast on Wednesday dismissed an appeal from President Laurent Gbago to lay down their arms, saying they had lost all trust in the government they rose up against on September 19.",0
"Israeli President Moshe Katsav has refused to meet Jordan’s visiting King Abdullah II in Tel Aviv, saying he would only welcome him in Jerusalem, his office said Tuesday.",0
"The radical Palestinian Islamic Jihad movement rejected an invitation to attend a meeting next week of Palestinian factions to debate plans for independence from Israel, the group said Wednesday.",0
Pakistan President Mohammad Zia-Ul-Haq today rejected a fresh offer from Afganistan for direct talks between the two neighbors.,0
Palestinian leader Yasser Arafat Wednesday rejected a US offer to host a summit in mid-July to hammer out a framework agreement for peace between the Israelis and the Palestinians.,0
"Israel is opposed to French mediation in peace negotiations with Syria, a close aide to Prime Minister Ehud Barak said Wednesday.",0
"Ivory Coast rebels on Friday again rejected a west African peace plan, and said they also opposed the deployment of a regional peacekeeping force until their political demands are met.",0
Newly appointed Palestinian Prime Minister Ismail Haniyeh has refused to respond to a demand from the US President to adhere to interim peace deals reached with Israel,0
The republic of Slovenia defied Yugoslav federal authority on Wednesday and was set to declare its right to secede from the country.,0
A newspaper based in Christian east Beirut has violated a ban by General Michel Aoun and described his rival Elias Hrawi as president.,0
The United States on Wednesday vetoed a Security Council resolution censuring as a violation of international law its military sweep of the Nicaraguan ambassador’s home in Panama on December 29.,0
President Reagan has threatened further action against the Soviet Union in an international television program beamed by satellite to more than 50 countries.,0
"Iran on Tuesday threatened to cut off electricity to the autonomous Azerbaijani republic of Nakhichevan over non-payment of bills, the official IRNA news agency reported.",0
African states today announced that they will withdraw their peacekeeping force from Chad unless President Goukouni Oueddei arranged a ceasefire with rebels fighting to topple his government and held elections within four months,0
A French minister threatened today to impose import restrictions against West German goods today as the leaders of the two countries sought to ease tensions in Franco-German relations.,0
The Azerbaijani parliament threatened on Monday to secede from the Soviet Union unless the Kremlin withdrew its troops from the republic.,0
Pakistan today threatened to break off diplomatic relations with Zaire and Costa Rica over their ties with Israel on the eve of a visit here by Palestine Liberation Organization (PLO) Chairman Yasser Arafat.,0
Palestinian leaders said they would boycott all official contact with the United States.,0
"Greece, like most other existing members, plans to impose restrictions on its labour market for new EU members for at least two years from 1 May.",0
"Israel threatened to ban voting in East Jerusalem if Hamas, which advocates Israel’s destruction, ran in the election.",0
Israel’s Cabinet met Sunday and decided to approve a plan that will not allow candidates from the militant group Hamas on the ballots there.,0
President Yoweri Museveni has threatened to ban Ugandan opposition candidates from participating in the upcoming elections.,0
President Laurent Gbagbo announced on Sunday that he will extend the night-time curfew in Algiers in response to recent unrest within the city.,0
President Abdelaziz Bouteflicka threatened to institute a curfew in Algiers in response to recent unrest within the city.,0
Iraq’s interim government announced that it is prepared to impose martial law as street battles raged in central Baghdad between insurgents and security forces.,0
Radical French farmers said on Friday they would blockade Paris from Monday night to demand an end to the European Community’s drastic farm reform.,0
Druze inhabitants of the Syrian Golan Heights threatened today to hold a general strike unless Israel rescinded its annexation of the region within 10 days.,0
"The Soviet Union has threatened to stop negotiations to reduce long-range nuclear weapons if the United States goes ahead with the planned deployment of new medium-range nuclear missiles in Europe, the Washington Post reported today.",0
"The European Community may halt mediation efforts among Yugoslavia’s feuding republics if cooperation by all parties founders, Dutch Foreign Minister Hans Van den Broek said on Tuesday",0
U.N. Secretary-General Kofi Annan announced on Monday that he will withdraw weapons inspectors and humanitarian workers from Iraq.,0
Cairo’s security chief has warned that police will no longer tolerate rallies by the Kifaya (“Enough”) group.,0
"Osama bin Laden’s al-Qaeda terror network has threatened to deliver devastating blows to the United States and Israel, a Saudi-owned weekly reports",0
"NATO confirmed on Wednesday it would tighten the naval blockade of the rump Yugoslav state in the Adriatic with Albania’s help.",0
"Ethnic Albanians have sworn to fight until they gain control of villages near Macedonia’s border with Kosovo, Macedonian officials said Wednesday.",0
The Hamas threatened Monday to resume terrorist activities in Israel in an escalation of the intifada (uprising).,0
Iran today threatened to launch a new military offensive in its Gulf war with Iraq unless Baghdad accepted its conditions for ending the 28-monthold conflict.,0
"Iran threatened to shell Iraqi towns today in retaliation for an air raid on the southern city of Susangerd where, it said, 100 people were killed.",0
"A terror group based in Trinidad claims to be manufacturing chemical and biological weapons to use against the United States and Britain, according to a media report Sunday.",0
Peru has issued an ultimatum to Ecuador to halt attacks across their disputed jungle border.,0
The Homeland Union (Conservatives) began collecting signatures in part of a drive to convince the Lithuanian Parliament to amend the constitution so that same-sex marriages are banned.,0
"Up to 100 ethnic Albanians demonstrated on Tuesday in the Yugoslav province of Kosovo, where 24 people were killed in nationalist riots last March, Belgrade radio said.",0
"Angry activists from the defeated Fatah Party have staged rallies in the Gaza Strip against the party’s leader Mahmoud Abbas, saying he must resign.",0
Tens of thousands of university students throughout Indonesia staged mass demonstrations Saturday to demand political reforms by President Suharto’s government.,0
Thousands of Nigerians from throughout the country were converging Thursday for a rally in Lagos to protest the rights violations under the recently imposed Sharia law by Islamic fundamentalists in the northern districts.,0
"Thousands of Iraqi Kurds demonstrated in the northern city of Kirkuk on Sunday calling for independence from Iraq, witnesses said.",0
"Up to 1,000 ethnic Turks began a hunger strike on Monday to protest against Sweden’s decision to send them back to Bulgaria, where they say they face imprisonment, homelessness and persecution",0
Islamic fundamentalists continued their hunger strike to demand the resignation of Algerian President Ahmed Ben Bella,0
"A member of the Syrian parliament, Mohammed Mamoun, started a hunger strike yesterday to protest President Assad’s failure to usher in meaningful political reforms.",0
"Algerian landowners began a hunger strike outside Parliament to demand the return of property seized by Algerian government forces in the 1970s, APS news agency said.",0
"Salaheddine Sidhoum, Algeria’s leading human rights activist, staged a 24-hour hunger strike in prison on Sunday in protest against the widespread human rights violations by Algerian security forces, his lawyer said on Tuesday.",0
A group of Chenchen refugees are continuing a hunger strike in protest of the Russian government’s refusal to accept the independence of Chechnya.,0
Palestinians of the Israeli-occupied West Bank shunned work on Monday to protest at settlement of Soviet Jewish immigrants on Arab land.,0
"The fundamentalist Umma (Nation) party has said it will boycott Algeria’s first multi-party elections unless the president agrees to step down.",0
"Some 500,000 workers affiliated with the Serbian Workers’ Union (SSS) stopped work on the first day of an open-ended strike on Monday over a controversial employment bill signed in by Serbian Labour Minister Dragan Milovanovic.",0
Seven opposition parties in Nepal have organized a general strike that shut down Khatmandu in protest of last week’s arrest of a number of activists.,0
"Angry French paper workers blocked the Europe Bridge spanning the Rhine from France to West Germany for more than three hours by dumping sawdust on the roadway, French border police said.",0
About 200 supporters of former President Ahmed Ben Bella blocked roads in the capital city of Algiers demanding that he be reinstated as leader of the Algerian government.,0
"Rebels in the Ivory Coast on Tuesday blocked transport into Abidjan as they continued their effort to overthrow the government of President Laurent Gbagbo.",0
"Demonstrators in Baghdad blocked a road to show their disapproval for the United States’ military policies, a newspaper reported Tuesday",0
Young Algerians blocked roads leading to the city centre on Sunday to press their demands for greater freedom and opportunities from President Bouteflika’s government.,0
Hundreds of thousands of people blocked streets in Hong Kong in defiance of Chinese authorities to demand democratic reforms.,0
"Palestinian prisoners rioted Monday at this jail in northern Israel, setting fire to their mattresses and smashing furniture, police sources said.",0
Egyptian demonstrators rioted following a peaceful demonstration calling for the immediate removal of President Hosni Mubarak from office.,0
Palestinian riots against Israeli military policies are still continuing with no end in sight.,0
"Palestinian youths resorted to throwing stones during demonstrations against the alleged human rights violations by the Israeli military, officials said on Thursday.",0
"Prisoners rioted at a jail in East Timor’s capital Dili on Monday joining thousands of demonstrators in demanding a referendum on independence from Indonesian rule, locals said.",0
The Macedonian army prepared to resume shelling Albanian rebel-held territory as attempts to resolve the crisis on the political front were deadlocked.,0
Israeli troops remained on alert in the occupied West Bank today to forestall more violence after a week of unprecedented Palestinian civil unrest.,0
The government of Sindh province has ordered patrols by police and paramilitary soldiers after violent protests by Muslim groups.,0
"Israel has strengthened its forces in Lebanon following the discovery of Soviet-made Katyusha rockets in the area last week, military sources said today.",0
Britain mobilized army reservists for a possible war against Iraq on Tuesday while UN arms inspectors said they needed more time.,0
